titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt9070000	1	Episodio datato 29 aprile 1969	IT	it	\N	\N	0
tt9070000	2	1969年4月29日 のエピソード	JP	ja	\N	\N	0
tt9070000	3	Episódio datado de 29 Abril de 1969	PT	pt	\N	\N	0
tt9070000	4	Folge vom 29. April 1969	DE	de	\N	\N	0
tt9070000	5	Épisode datant du 29 avril 1969	FR	fr	\N	\N	0
tt9070000	6	29 अप्रैल 1969 को प्रसारित एपिसोड	IN	hi	\N	\N	0
tt9070000	7	Episodio fechado 29 abril 1969	ES	es	\N	\N	0
tt9070002	1	Episodio #1.87	IT	it	\N	\N	0
tt9070002	2	Folge #1.87	DE	de	\N	\N	0
tt9070002	3	एपिसोड #1.87	IN	hi	\N	\N	0
tt9070002	4	エピソード #1.87	JP	ja	\N	\N	0
tt9070002	5	Épisode #1.87	FR	fr	\N	\N	0
tt9070002	6	Episódio #1.87	PT	pt	\N	\N	0
tt9070002	7	Episodio #1.87	ES	es	\N	\N	0
tt9070004	1	Episodio #1.88	IT	it	\N	\N	0
tt9070004	2	Épisode #1.88	FR	fr	\N	\N	0
tt9070004	3	Folge #1.88	DE	de	\N	\N	0
tt9070004	4	エピソード #1.88	JP	ja	\N	\N	0
tt9070004	5	एपिसोड #1.88	IN	hi	\N	\N	0
tt9070004	6	Episódio #1.88	PT	pt	\N	\N	0
tt9070004	7	Episodio #1.88	ES	es	\N	\N	0
tt9070006	1	Episodio #1.89	IT	it	\N	\N	0
tt9070006	2	एपिसोड #1.89	IN	hi	\N	\N	0
tt9070006	3	エピソード #1.89	JP	ja	\N	\N	0
tt9070006	4	Épisode #1.89	FR	fr	\N	\N	0
tt9070006	5	Folge #1.89	DE	de	\N	\N	0
tt9070006	6	Episódio #1.89	PT	pt	\N	\N	0
tt9070006	7	Episodio #1.89	ES	es	\N	\N	0
tt9070008	1	एपिसोड #1.90	IN	hi	\N	\N	0
tt9070008	2	エピソード #1.90	JP	ja	\N	\N	0
tt9070008	3	Épisode #1.90	FR	fr	\N	\N	0
tt9070008	4	Episódio #1.90	PT	pt	\N	\N	0
tt9070008	5	Episodio #1.90	ES	es	\N	\N	0
tt9070008	6	Episodio #1.90	IT	it	\N	\N	0
tt9070008	7	Folge #1.90	DE	de	\N	\N	0
tt9070010	1	एपिसोड #1.91	IN	hi	\N	\N	0
tt9070010	2	Episódio #1.91	PT	pt	\N	\N	0
tt9070010	3	Episodio #1.91	ES	es	\N	\N	0
tt9070010	4	Episodio #1.91	IT	it	\N	\N	0
tt9070010	5	Épisode #1.91	FR	fr	\N	\N	0
tt9070010	6	Folge #1.91	DE	de	\N	\N	0
tt9070010	7	エピソード #1.91	JP	ja	\N	\N	0
tt9070012	1	Episódio #1.92	PT	pt	\N	\N	0
tt9070012	2	Episodio #1.92	ES	es	\N	\N	0
tt9070012	3	Episodio #1.92	IT	it	\N	\N	0
tt9070012	4	एपिसोड #1.92	IN	hi	\N	\N	0
tt9070012	5	エピソード #1.92	JP	ja	\N	\N	0
tt9070012	6	Épisode #1.92	FR	fr	\N	\N	0
tt9070012	7	Folge #1.92	DE	de	\N	\N	0
tt9070014	1	Episódio #1.93	PT	pt	\N	\N	0
tt9070014	2	Episodio #1.93	ES	es	\N	\N	0
tt9070014	3	Folge #1.93	DE	de	\N	\N	0
tt9070014	4	Episodio #1.93	IT	it	\N	\N	0
tt9070014	5	एपिसोड #1.93	IN	hi	\N	\N	0
tt9070014	6	Épisode #1.93	FR	fr	\N	\N	0
tt9070014	7	エピソード #1.93	JP	ja	\N	\N	0
tt9070016	1	Episodio #1.94	ES	es	\N	\N	0
tt9070016	2	Episódio #1.94	PT	pt	\N	\N	0
tt9070016	3	Folge #1.94	DE	de	\N	\N	0
tt9070016	4	Episodio #1.94	IT	it	\N	\N	0
tt9070016	5	एपिसोड #1.94	IN	hi	\N	\N	0
tt9070016	6	エピソード #1.94	JP	ja	\N	\N	0
tt9070016	7	Épisode #1.94	FR	fr	\N	\N	0
tt9070018	1	Episodio #1.95	ES	es	\N	\N	0
tt9070018	2	Épisode #1.95	FR	fr	\N	\N	0
tt9070018	3	Folge #1.95	DE	de	\N	\N	0
tt9070018	4	エピソード #1.95	JP	ja	\N	\N	0
tt9070018	5	Episódio #1.95	PT	pt	\N	\N	0
tt9070018	6	Episodio #1.95	IT	it	\N	\N	0
tt9070018	7	एपिसोड #1.95	IN	hi	\N	\N	0
tt9070020	1	Episodio #1.96	ES	es	\N	\N	0
tt9070020	2	Episódio #1.96	PT	pt	\N	\N	0
tt9070020	3	एपिसोड #1.96	IN	hi	\N	\N	0
tt9070020	4	エピソード #1.96	JP	ja	\N	\N	0
tt9070020	5	Épisode #1.96	FR	fr	\N	\N	0
tt9070020	6	Folge #1.96	DE	de	\N	\N	0
tt9070020	7	Episodio #1.96	IT	it	\N	\N	0
tt9070022	1	Episodio #1.97	ES	es	\N	\N	0
tt9070022	2	Folge #1.97	DE	de	\N	\N	0
tt9070022	3	Episódio #1.97	PT	pt	\N	\N	0
tt9070022	4	एपिसोड #1.97	IN	hi	\N	\N	0
tt9070022	5	Épisode #1.97	FR	fr	\N	\N	0
tt9070022	6	エピソード #1.97	JP	ja	\N	\N	0
tt9070022	7	Episodio #1.97	IT	it	\N	\N	0
tt9070024	1	Episodio #1.98	IT	it	\N	\N	0
tt9070024	2	Folge #1.98	DE	de	\N	\N	0
tt9070024	3	एपिसोड #1.98	IN	hi	\N	\N	0
tt9070024	4	エピソード #1.98	JP	ja	\N	\N	0
tt9070024	5	Épisode #1.98	FR	fr	\N	\N	0
tt9070024	6	Episódio #1.98	PT	pt	\N	\N	0
tt9070024	7	Episodio #1.98	ES	es	\N	\N	0
tt9070026	1	Episodio #1.99	IT	it	\N	\N	0
tt9070026	2	Épisode #1.99	FR	fr	\N	\N	0
tt9070026	3	Folge #1.99	DE	de	\N	\N	0
tt9070026	4	エピソード #1.99	JP	ja	\N	\N	0
tt9070026	5	एपिसोड #1.99	IN	hi	\N	\N	0
tt9070026	6	Episódio #1.99	PT	pt	\N	\N	0
tt9070026	7	Episodio #1.99	ES	es	\N	\N	0
tt9070028	1	エピソード #1.100	JP	ja	\N	\N	0
tt9070028	2	Episodio #1.100	ES	es	\N	\N	0
tt9070028	3	Episodio #1.100	IT	it	\N	\N	0
tt9070028	4	Folge #1.100	DE	de	\N	\N	0
tt9070028	5	Episódio #1.100	PT	pt	\N	\N	0
tt9070028	6	एपिसोड #1.100	IN	hi	\N	\N	0
tt9070028	7	Épisode #1.100	FR	fr	\N	\N	0
tt9070030	1	エピソード #1.101	JP	ja	\N	\N	0
tt9070030	2	Episodio #1.101	ES	es	\N	\N	0
tt9070030	3	Épisode #1.101	FR	fr	\N	\N	0
tt9070030	4	Folge #1.101	DE	de	\N	\N	0
tt9070030	5	Episodio #1.101	IT	it	\N	\N	0
tt9070030	6	एपिसोड #1.101	IN	hi	\N	\N	0
tt9070030	7	Episódio #1.101	PT	pt	\N	\N	0
tt9070032	1	Episódio #1.102	PT	pt	\N	\N	0
tt9070032	2	エピソード #1.102	JP	ja	\N	\N	0
