titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt3500000	1	Episódio #1.6	PT	pt	\N	\N	0
tt3500000	2	एपिसोड #1.6	IN	hi	\N	\N	0
tt3500000	3	Épisode #1.6	FR	fr	\N	\N	0
tt3500000	4	Episodio #1.6	IT	it	\N	\N	0
tt3500000	5	エピソード #1.6	JP	ja	\N	\N	0
tt3500000	6	Episodio #1.6	ES	es	\N	\N	0
tt3500000	7	Folge #1.6	DE	de	\N	\N	0
tt3500004	1	Episodio #1.7	ES	es	\N	\N	0
tt3500004	2	एपिसोड #1.7	IN	hi	\N	\N	0
tt3500004	3	Episódio #1.7	PT	pt	\N	\N	0
tt3500004	4	Episodio #1.7	IT	it	\N	\N	0
tt3500004	5	Épisode #1.7	FR	fr	\N	\N	0
tt3500004	6	エピソード #1.7	JP	ja	\N	\N	0
tt3500004	7	Folge #1.7	DE	de	\N	\N	0
tt3500008	1	Folge #1.8	DE	de	\N	\N	0
tt3500008	2	Episodio #1.8	ES	es	\N	\N	0
tt3500008	3	Episódio #1.8	PT	pt	\N	\N	0
tt3500008	4	Episodio #1.8	IT	it	\N	\N	0
tt3500008	5	एपिसोड #1.8	IN	hi	\N	\N	0
tt3500008	6	Épisode #1.8	FR	fr	\N	\N	0
tt3500008	7	エピソード #1.8	JP	ja	\N	\N	0
tt3500024	1	Kea	ES	\N	imdbDisplay	\N	0
tt3500024	2	Kea	\N	\N	original	\N	1
tt3500026	1	Épisode #5.35	FR	fr	\N	\N	0
tt3500026	2	Folge #5.35	DE	de	\N	\N	0
tt3500026	3	エピソード #5.35	JP	ja	\N	\N	0
tt3500026	4	एपिसोड #5.35	IN	hi	\N	\N	0
tt3500026	5	Episodio #5.35	IT	it	\N	\N	0
tt3500026	6	Episódio #5.35	PT	pt	\N	\N	0
tt3500026	7	Episodio #5.35	ES	es	\N	\N	0
tt3500030	1	एपिसोड #1.91	IN	hi	\N	\N	0
tt3500030	2	Episódio #1.91	PT	pt	\N	\N	0
tt3500030	3	Episodio #1.91	ES	es	\N	\N	0
tt3500030	4	Episodio #1.91	IT	it	\N	\N	0
tt3500030	5	Épisode #1.91	FR	fr	\N	\N	0
tt3500030	6	Folge #1.91	DE	de	\N	\N	0
tt3500030	7	エピソード #1.91	JP	ja	\N	\N	0
tt3500034	1	Aimé malgré lui	CF	\N	imdbDisplay	\N	0
tt3500034	2	Aimé malgré lui	\N	\N	original	\N	1
tt3500042	1	Episódio #4.1	PT	pt	\N	\N	0
tt3500042	2	Episodio #4.1	IT	it	\N	\N	0
tt3500042	3	एपिसोड #4.1	IN	hi	\N	\N	0
tt3500042	4	Épisode #4.1	FR	fr	\N	\N	0
tt3500042	5	Folge #4.1	DE	de	\N	\N	0
tt3500042	6	エピソード #4.1	JP	ja	\N	\N	0
tt3500042	7	Episodio #4.1	ES	es	\N	\N	0
tt3500044	1	Episódio #4.2	PT	pt	\N	\N	0
tt3500044	2	एपिसोड #4.2	IN	hi	\N	\N	0
tt3500044	3	Épisode #4.2	FR	fr	\N	\N	0
tt3500044	4	Episodio #4.2	IT	it	\N	\N	0
tt3500044	5	Folge #4.2	DE	de	\N	\N	0
tt3500044	6	Episodio #4.2	ES	es	\N	\N	0
tt3500044	7	エピソード #4.2	JP	ja	\N	\N	0
tt3500048	1	Man and Computer: A Perspective	\N	\N	original	\N	1
tt3500048	2	Man and Computer: A Perspective	GB	\N	imdbDisplay	\N	0
tt3500050	1	Episódio #4.3	PT	pt	\N	\N	0
tt3500050	2	एपिसोड #4.3	IN	hi	\N	\N	0
tt3500050	3	Épisode #4.3	FR	fr	\N	\N	0
tt3500050	4	Episodio #4.3	IT	it	\N	\N	0
tt3500050	5	エピソード #4.3	JP	ja	\N	\N	0
tt3500050	6	Episodio #4.3	ES	es	\N	\N	0
tt3500050	7	Folge #4.3	DE	de	\N	\N	0
tt3500052	1	Episodio #4.4	ES	es	\N	\N	0
tt3500052	2	एपिसोड #4.4	IN	hi	\N	\N	0
tt3500052	3	Episodio #4.4	IT	it	\N	\N	0
tt3500052	4	Episódio #4.4	PT	pt	\N	\N	0
tt3500052	5	Épisode #4.4	FR	fr	\N	\N	0
tt3500052	6	エピソード #4.4	JP	ja	\N	\N	0
tt3500052	7	Folge #4.4	DE	de	\N	\N	0
tt3500054	1	Bicycle Poem	\N	\N	original	\N	1
tt3500054	2	Bicycle Poem	ES	\N	imdbDisplay	\N	0
tt3500056	1	Folge #4.5	DE	de	\N	\N	0
tt3500056	2	Episodio #4.5	ES	es	\N	\N	0
tt3500056	3	Episodio #4.5	IT	it	\N	\N	0
tt3500056	4	एपिसोड #4.5	IN	hi	\N	\N	0
tt3500056	5	Épisode #4.5	FR	fr	\N	\N	0
tt3500056	6	Episódio #4.5	PT	pt	\N	\N	0
tt3500056	7	エピソード #4.5	JP	ja	\N	\N	0
tt3500058	1	A Night of Musical Comedy	\N	\N	\N	subtitle	0
tt3500058	2	Comedy Jam	NZ	\N	\N	\N	0
tt3500058	3	Comedy Jam	\N	\N	original	\N	1
tt3500060	1	Episodio #4.7	ES	es	\N	\N	0
tt3500060	2	Folge #4.7	DE	de	\N	\N	0
tt3500060	3	एपिसोड #4.7	IN	hi	\N	\N	0
tt3500060	4	Épisode #4.7	FR	fr	\N	\N	0
tt3500060	5	Episódio #4.7	PT	pt	\N	\N	0
tt3500060	6	Episodio #4.7	IT	it	\N	\N	0
tt3500060	7	エピソード #4.7	JP	ja	\N	\N	0
tt3500062	1	Episodio #4.9	IT	it	\N	\N	0
tt3500062	2	एपिसोड #4.9	IN	hi	\N	\N	0
tt3500062	3	Épisode #4.9	FR	fr	\N	\N	0
tt3500062	4	Folge #4.9	DE	de	\N	\N	0
tt3500062	5	エピソード #4.9	JP	ja	\N	\N	0
tt3500062	6	Episodio #4.9	ES	es	\N	\N	0
tt3500062	7	Episódio #4.9	PT	pt	\N	\N	0
tt3500064	1	エピソード #18.88	JP	ja	\N	\N	0
tt3500064	2	Episódio #18.88	PT	pt	\N	\N	0
tt3500064	3	Épisode #18.88	FR	fr	\N	\N	0
tt3500064	4	एपिसोड #18.88	IN	hi	\N	\N	0
tt3500064	5	Episodio #18.88	IT	it	\N	\N	0
tt3500064	6	Episodio #18.88	ES	es	\N	\N	0
tt3500064	7	Folge #18.88	DE	de	\N	\N	0
tt3500066	1	Épisode #4.11	FR	fr	\N	\N	0
tt3500066	2	Folge #4.11	DE	de	\N	\N	0
tt3500066	3	Episódio #4.11	PT	pt	\N	\N	0
tt3500066	4	एपिसोड #4.11	IN	hi	\N	\N	0
tt3500066	5	エピソード #4.11	JP	ja	\N	\N	0
tt3500066	6	Episodio #4.11	IT	it	\N	\N	0
tt3500066	7	Episodio #4.11	ES	es	\N	\N	0
tt3500068	10	Trenk - Den lille riddaren	SE	\N	imdbDisplay	\N	0
tt3500068	11	Maly rycerz Trenk	PL	\N	imdbDisplay	\N	0
tt3500068	12	Trenk, el pequeño caballero	ES	\N	imdbDisplay	\N	0
tt3500068	13	Küçük Şövalye Trenk	TR	tr	imdbDisplay	\N	0
tt3500068	14	Trenk, the Little Knight	US	\N	imdbDisplay	\N	0
tt3500068	15	Tfos ta'drakon	IL	he	imdbDisplay	\N	0
tt3500068	16	Trenk, the Little Knight	GB	\N	imdbDisplay	\N	0
tt3500068	17	Ritter Trenk snackt Platt	DE	\N	alternative	\N	0
tt3500068	18	Ritter Trenk	DE	\N	imdbDisplay	\N	0
tt3500068	1	Малкият рицар Тренк	BG	bg	imdbDisplay	\N	0
tt3500068	2	Тренк, маленький лицар	UA	\N	alternative	\N	0
tt3500068	3	Mazasis riteris Trenkas	LT	\N	imdbDisplay	\N	0
tt3500068	4	Trenk, the Little Knight	\N	\N	\N	\N	0
tt3500068	5	Отважный рыцарь	RU	\N	imdbDisplay	\N	0
tt3500068	6	Der kleine Ritter Trenk	\N	\N	original	\N	1
tt3500068	7	Trenk, the Little Knight	XWW	en	imdbDisplay	\N	0
tt3500068	8	Trenk, a kis lovag	HU	\N	imdbDisplay	\N	0
tt3500068	9	Trenk, o Pequeno Cavaleiro	PT	\N	imdbDisplay	\N	0
tt3500070	1	Target California	\N	\N	original	\N	1
tt3500070	2	Target California	GB	\N	imdbDisplay	\N	0
tt3500072	1	Épisode #4.10	FR	fr	\N	\N	0
tt3500072	2	Folge #4.10	DE	de	\N	\N	0
tt3500072	3	Episódio #4.10	PT	pt	\N	\N	0
tt3500072	4	エピソード #4.10	JP	ja	\N	\N	0
tt3500072	5	एपिसोड #4.10	IN	hi	\N	\N	0
tt3500072	6	Episodio #4.10	ES	es	\N	\N	0
tt3500072	7	Episodio #4.10	IT	it	\N	\N	0
tt3500074	1	एपिसोड #4.8	IN	hi	\N	\N	0
tt3500074	2	Episodio #4.8	IT	it	\N	\N	0
tt3500074	3	Épisode #4.8	FR	fr	\N	\N	0
tt3500074	4	Folge #4.8	DE	de	\N	\N	0
tt3500074	5	Episodio #4.8	ES	es	\N	\N	0
tt3500074	6	エピソード #4.8	JP	ja	\N	\N	0
tt3500074	7	Episódio #4.8	PT	pt	\N	\N	0
tt3500076	1	Folge #4.12	DE	de	\N	\N	0
tt3500076	2	Episódio #4.12	PT	pt	\N	\N	0
tt3500076	3	エピソード #4.12	JP	ja	\N	\N	0
tt3500076	4	एपिसोड #4.12	IN	hi	\N	\N	0
tt3500076	5	Épisode #4.12	FR	fr	\N	\N	0
tt3500076	6	Episodio #4.12	IT	it	\N	\N	0
tt3500076	7	Episodio #4.12	ES	es	\N	\N	0
tt3500078	1	Episodio #4.13	ES	es	\N	\N	0
tt3500078	2	Episodio #4.13	IT	it	\N	\N	0
tt3500078	3	Folge #4.13	DE	de	\N	\N	0
tt3500078	4	एपिसोड #4.13	IN	hi	\N	\N	0
tt3500078	5	エピソード #4.13	JP	ja	\N	\N	0
tt3500078	6	Épisode #4.13	FR	fr	\N	\N	0
tt3500078	7	Episódio #4.13	PT	pt	\N	\N	0
tt3500080	1	Folge #4.6	DE	de	\N	\N	0
tt3500080	2	Episodio #4.6	ES	es	\N	\N	0
tt3500080	3	एपिसोड #4.6	IN	hi	\N	\N	0
tt3500080	4	Episódio #4.6	PT	pt	\N	\N	0
tt3500080	5	Épisode #4.6	FR	fr	\N	\N	0
tt3500080	6	Episodio #4.6	IT	it	\N	\N	0
tt3500080	7	エピソード #4.6	JP	ja	\N	\N	0
tt3500082	1	Design for Living	\N	\N	original	\N	1
tt3500082	2	Design for Living	GB	\N	imdbDisplay	\N	0
tt3500084	1	Mikado	\N	\N	original	\N	1
tt3500084	2	Mikado	FR	\N	imdbDisplay	\N	0
tt3500086	1	Contrast of Evil	\N	\N	original	\N	1
tt3500086	2	Contrast of Evil	US	\N	imdbDisplay	\N	0
tt3500088	1	Futô fukutsu	\N	\N	original	\N	1
tt3500088	2	不撓不屈	JP	ja	imdbDisplay	\N	0
tt3500094	1	Last of the Red Hot Uncles	\N	\N	\N	\N	0
tt3500094	2	Last of the Red-Hot Uncles	\N	\N	original	\N	1
tt3500104	1	Sinestesia	\N	\N	original	\N	1
tt3500104	2	Sinestesia	ES	\N	imdbDisplay	\N	0
tt3500106	1	Joe and the Girl	\N	\N	\N	\N	0
tt3500106	2	In the Shadow of the Red Umbrella	US	\N	\N	\N	0
tt3500106	3	In the Shadow of the Red Umbrella	\N	\N	original	\N	1
tt3500110	1	Pavilion of Dreams	\N	\N	original	\N	1
tt3500110	2	Pavilion of Dreams	GB	\N	imdbDisplay	\N	0
tt3500114	1	Kedja Wilderness Documentary, Spring 2013	FI	\N	\N	\N	0
tt3500118	1	Episódio #1.5	PT	pt	\N	\N	0
tt3500118	2	एपिसोड #1.5	IN	hi	\N	\N	0
tt3500118	3	Épisode #1.5	FR	fr	\N	\N	0
tt3500118	4	Episodio #1.5	IT	it	\N	\N	0
tt3500118	5	Folge #1.5	DE	de	\N	\N	0
tt3500118	6	Episodio #1.5	ES	es	\N	\N	0
tt3500118	7	エピソード #1.5	JP	ja	\N	\N	0
tt3500122	1	The Slapping of a Pregnant Woman	GB	\N	imdbDisplay	\N	0
tt3500122	2	The Slapping of a Pregnant Woman	\N	\N	original	\N	1
tt3500124	1	Intouchables - Websérie	FR	\N	imdbDisplay	\N	0
tt3500124	2	Intouchables - Websérie	\N	\N	original	\N	1
tt3500126	1	Episódio #1.6	PT	pt	\N	\N	0
tt3500126	2	एपिसोड #1.6	IN	hi	\N	\N	0
tt3500126	3	Épisode #1.6	FR	fr	\N	\N	0
tt3500126	4	Episodio #1.6	IT	it	\N	\N	0
tt3500126	5	エピソード #1.6	JP	ja	\N	\N	0
tt3500126	6	Episodio #1.6	ES	es	\N	\N	0
tt3500126	7	Folge #1.6	DE	de	\N	\N	0
tt3500130	1	Dying in September	GB	\N	imdbDisplay	\N	0
tt3500130	2	Eylül'de Ölüm	TR	tr	imdbDisplay	\N	0
tt3500130	3	Dying in September	XWW	en	imdbDisplay	\N	0
tt3500130	4	Moordan Be Vaghte Shahrivar	\N	\N	original	\N	1
tt3500130	5	Moordan Be Vaghte Shahrivar	IR	\N	\N	\N	0
tt3500130	6	Dying in September	US	\N	imdbDisplay	\N	0
tt3500132	1	Random Acts: Stationery	GB	\N	imdbDisplay	\N	0
tt3500132	2	Random Acts: Stationery	\N	\N	original	\N	1
tt3500144	1	Episodio #1.7	ES	es	\N	\N	0
tt3500144	2	एपिसोड #1.7	IN	hi	\N	\N	0
tt3500144	3	Episódio #1.7	PT	pt	\N	\N	0
tt3500144	4	Episodio #1.7	IT	it	\N	\N	0
tt3500144	5	Épisode #1.7	FR	fr	\N	\N	0
tt3500144	6	エピソード #1.7	JP	ja	\N	\N	0
tt3500144	7	Folge #1.7	DE	de	\N	\N	0
tt3500148	1	Nightmare Circus	\N	\N	original	\N	1
tt3500148	2	Nightmare Circus	NO	\N	imdbDisplay	\N	0
tt3500152	1	Folge #1.8	DE	de	\N	\N	0
tt3500152	2	Episodio #1.8	ES	es	\N	\N	0
tt3500152	3	Episódio #1.8	PT	pt	\N	\N	0
tt3500152	4	Episodio #1.8	IT	it	\N	\N	0
tt3500152	5	एपिसोड #1.8	IN	hi	\N	\N	0
tt3500152	6	Épisode #1.8	FR	fr	\N	\N	0
tt3500152	7	エピソード #1.8	JP	ja	\N	\N	0
tt3500156	1	Folge #1.9	DE	de	\N	\N	0
tt3500156	2	Episodio #1.9	ES	es	\N	\N	0
tt3500156	3	एपिसोड #1.9	IN	hi	\N	\N	0
tt3500156	4	Épisode #1.9	FR	fr	\N	\N	0
tt3500156	5	Episódio #1.9	PT	pt	\N	\N	0
tt3500156	6	Episodio #1.9	IT	it	\N	\N	0
tt3500156	7	エピソード #1.9	JP	ja	\N	\N	0
tt3500160	1	Episodio #1.10	IT	it	\N	\N	0
tt3500160	2	Folge #1.10	DE	de	\N	\N	0
tt3500160	3	एपिसोड #1.10	IN	hi	\N	\N	0
tt3500160	4	エピソード #1.10	JP	ja	\N	\N	0
tt3500160	5	Épisode #1.10	FR	fr	\N	\N	0
tt3500160	6	Episódio #1.10	PT	pt	\N	\N	0
tt3500160	7	Episodio #1.10	ES	es	\N	\N	0
tt3500176	1	Je suis désolée	FR	\N	imdbDisplay	\N	0
tt3500176	2	Je suis désolée	\N	\N	original	\N	1
tt3500182	1	103 szerda	HU	\N	imdbDisplay	\N	0
tt3500182	2	103 szerda	\N	\N	original	\N	1
tt3500198	1	The Secret Desire	\N	\N	original	\N	1
tt3500198	2	The Secret Desire	GB	\N	imdbDisplay	\N	0
tt3500210	1	Partially Devoured Movies	CA	\N	\N	\N	0
tt3500216	1	Urban Fairytale	\N	\N	original	\N	1
tt3500216	2	Urban Fairytale	GB	\N	imdbDisplay	\N	0
tt3500218	1	エピソード #10.16	JP	ja	\N	\N	0
tt3500218	2	एपिसोड #10.16	IN	hi	\N	\N	0
tt3500218	3	Episodio #10.16	IT	it	\N	\N	0
tt3500218	4	Folge #10.16	DE	de	\N	\N	0
tt3500218	5	Episodio #10.16	ES	es	\N	\N	0
tt3500218	6	Épisode #10.16	FR	fr	\N	\N	0
tt3500218	7	Episódio #10.16	PT	pt	\N	\N	0
tt3500220	1	Winter Gold	\N	\N	original	\N	1
tt3500220	2	Winter Gold	NO	\N	imdbDisplay	\N	0
tt3500232	1	Super 8 Role Play	\N	\N	original	\N	1
tt3500232	2	Super 8 Role Play	ES	\N	imdbDisplay	\N	0
tt3500236	1	Last Experiment	\N	\N	original	\N	1
tt3500236	2	Last Experiment	GB	\N	imdbDisplay	\N	0
tt3500242	1	Through the Looking Glass	GB	\N	imdbDisplay	\N	0
tt3500242	2	Through the Looking Glass	\N	\N	original	\N	1
tt3500258	1	K3 Dierenhotel	BE	\N	\N	\N	0
tt3500260	1	Épisode #24.192	FR	fr	\N	\N	0
tt3500260	2	एपिसोड #24.192	IN	hi	\N	\N	0
tt3500260	3	Episódio #24.192	PT	pt	\N	\N	0
tt3500260	4	Episodio #24.192	IT	it	\N	\N	0
tt3500260	5	Episodio #24.192	ES	es	\N	\N	0
tt3500260	6	Folge #24.192	DE	de	\N	\N	0
tt3500260	7	エピソード #24.192	JP	ja	\N	\N	0
tt3500266	1	Faux Jetons	\N	\N	original	\N	1
tt3500266	2	Faux Jetons	FR	\N	imdbDisplay	\N	0
tt3500272	1	Épisode #24.193	FR	fr	\N	\N	0
tt3500272	2	एपिसोड #24.193	IN	hi	\N	\N	0
tt3500272	3	Episódio #24.193	PT	pt	\N	\N	0
tt3500272	4	Episodio #24.193	IT	it	\N	\N	0
tt3500272	5	Episodio #24.193	ES	es	\N	\N	0
tt3500272	6	Folge #24.193	DE	de	\N	\N	0
tt3500272	7	エピソード #24.193	JP	ja	\N	\N	0
tt3500280	1	एपिसोड #24.195	IN	hi	\N	\N	0
tt3500280	2	Épisode #24.195	FR	fr	\N	\N	0
tt3500280	3	Episódio #24.195	PT	pt	\N	\N	0
tt3500280	4	エピソード #24.195	JP	ja	\N	\N	0
tt3500280	5	Folge #24.195	DE	de	\N	\N	0
tt3500280	6	Episodio #24.195	ES	es	\N	\N	0
tt3500280	7	Episodio #24.195	IT	it	\N	\N	0
