titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt2730002	1	One Step at a Time	\N	\N	original	\N	1
tt2730002	2	One Step at a Time	US	\N	imdbDisplay	\N	0
tt2730006	1	5 Moments of an Abstract Film	PL	\N	imdbDisplay	\N	0
tt2730006	2	5 Moments of an Abstract Film	\N	\N	original	\N	1
tt2730008	1	Ray Kurzweil and the Singularity	\N	\N	original	\N	1
tt2730008	2	Ray Kurzweil and the Singularity	AU	\N	imdbDisplay	\N	0
tt2730010	1	Al Sarkha	\N	\N	original	\N	1
tt2730010	2	The Scream	XWW	en	imdbDisplay	\N	0
tt2730010	3	Al Sarkha	YE	\N	imdbDisplay	\N	0
tt2730010	4	The Scream	US	\N	imdbDisplay	\N	0
tt2730010	5	The Scream	GB	\N	imdbDisplay	\N	0
tt2730014	1	Ladrões de Casaca	PT	\N	imdbDisplay	\N	0
tt2730014	2	Ladrões de Casaca	\N	\N	original	\N	1
tt2730016	1	Mostly Awake	US	\N	imdbDisplay	\N	0
tt2730016	2	Mostly Awake	\N	\N	original	\N	1
tt2730016	3	Mostly Awake	GB	\N	imdbDisplay	\N	0
tt2730018	1	First Date	\N	\N	original	\N	1
tt2730018	2	First Date	US	\N	imdbDisplay	\N	0
tt2730028	1	Foot	\N	\N	original	\N	1
tt2730028	2	Foot	FR	\N	imdbDisplay	\N	0
tt2730030	1	Sincérité	\N	\N	original	\N	1
tt2730030	2	Sincérité	FR	\N	imdbDisplay	\N	0
tt2730032	1	Gaza Calling	PS	\N	imdbDisplay	\N	0
tt2730032	2	The Mail	XWW	en	working	\N	0
tt2730032	3	Gaza Calling	\N	\N	original	\N	1
tt2730034	1	Awkward Couch	\N	\N	original	\N	1
tt2730034	2	Awkward Couch	US	\N	imdbDisplay	\N	0
tt2730038	1	Fallen Snow	NZ	\N	\N	\N	0
tt2730042	1	The Man Inside	\N	\N	original	\N	1
tt2730042	2	The Man Inside	FR	\N	imdbDisplay	\N	0
tt2730044	1	Episodio #6.27	ES	es	\N	\N	0
tt2730044	2	Episodio #6.27	IT	it	\N	\N	0
tt2730044	3	Épisode #6.27	FR	fr	\N	\N	0
tt2730044	4	エピソード #6.27	JP	ja	\N	\N	0
tt2730044	5	Episódio #6.27	PT	pt	\N	\N	0
