titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt5900002	1	Episodio datato 20 ottobre 1961	IT	it	\N	\N	0
tt5900002	2	Episodio fechado 20 octubre 1961	ES	es	\N	\N	0
tt5900002	3	1961年10月20日 のエピソード	JP	ja	\N	\N	0
tt5900002	4	Folge vom 20. Oktober 1961	DE	de	\N	\N	0
tt5900002	5	20 अक्टूबर 1961 को प्रसारित एपिसोड	IN	hi	\N	\N	0
tt5900002	6	Episódio datado de 20 Outubro de 1961	PT	pt	\N	\N	0
tt5900002	7	Épisode datant du 20 octobre 1961	FR	fr	\N	\N	0
tt5900006	1	Wardbukkarra: The First Song	AU	\N	\N	\N	0
tt5900008	1	The Spy Who Came in from the Cold	SE	\N	imdbDisplay	\N	0
tt5900008	2	John le Carré's The Spy Who Came in from the Cold	XWW	en	\N	informal title	0
tt5900008	3	Шпион, пришедший с холода	RU	\N	imdbDisplay	\N	0
tt5900008	4	The Spy Who Came in from the Cold	GB	\N	imdbDisplay	\N	0
tt5900008	5	The Spy Who Came in from the Cold	SG	en	imdbDisplay	\N	0
tt5900008	6	The Spy Who Came in from the Cold	\N	\N	original	\N	1
tt5900014	1	Fei xing tai zi	\N	\N	original	\N	1
tt5900014	2	The Flying Prince	HK	en	imdbDisplay	\N	0
tt5900014	3	Fei hang tai chi	HK	yue	\N	alternative transliteration	0
tt5900016	1	SoulJeepney	CA	\N	\N	\N	0
tt5900018	1	Pure Girls from Europe 10	NL	\N	\N	\N	0
tt5900024	1	Stranger	NZ	\N	\N	\N	0
tt5900026	1	Dooram	IN	\N	\N	\N	0
tt5900028	1	एपिसोड #13.1	IN	hi	\N	\N	0
tt5900028	2	Episodio #13.1	ES	es	\N	\N	0
tt5900028	3	Episódio #13.1	PT	pt	\N	\N	0
tt5900028	4	Episodio #13.1	IT	it	\N	\N	0
tt5900028	5	Épisode #13.1	FR	fr	\N	\N	0
tt5900028	6	Folge #13.1	DE	de	\N	\N	0
tt5900028	7	エピソード #13.1	JP	ja	\N	\N	0
tt5900032	1	The Skrilla in Manila	US	\N	\N	\N	0
tt5900038	1	Al Mashhad Al Akhir	LB	\N	\N	\N	0
tt5900040	1	Electro Shock	\N	\N	original	\N	1
tt5900040	2	Electro Shock	US	\N	imdbDisplay	\N	0
