nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm12650000	Namrata Varshney	\N	\N	actress	tt14820482
nm12650001	Abhinav Pateriya	\N	\N	actor	tt14820482
nm12650002	Pierre-Yves André	\N	\N		tt4959470
nm12650003	Frédéric Norbert	\N	\N		\N
nm12650004	Mike Lotaire	\N	\N		tt4959470
nm12650005	Alexandre Le Meillour	\N	\N		tt4959470
nm12650006	Marco Oliveira	\N	\N		tt5903250,tt4959470
nm12650007	Jean-Michel Guédé	\N	\N		tt4959470
nm12650008	Vincent Magniez	\N	\N		tt4959470
nm12650017	Lucrecia Escartín	\N	\N	make_up_department	tt14820472
nm12650018	Yetim Ali	\N	\N	actor	tt0963740
nm12650019	Asli Arda	\N	\N	actress	tt0963740
nm12650020	Oya Isil	\N	\N	actress	tt0963740
nm12650021	Bekir Aslan	\N	\N	actor	tt0963740
nm12650022	Mileiah Vega	\N	\N	actress	tt1064899,tt20879612
nm12650023	Arefin Sowrob	2001	\N		tt5908314,tt3095464,tt9662750,tt3095470
nm12650024	Mehidi Dabouz	\N	\N	director	\N
nm12650025	Alexis Arabia	\N	\N	director,actor	\N
nm12650026	Joan Tache	\N	\N	director	\N
nm12650027	Kim Biscaino	\N	\N	actress	\N
nm12650028	Crystal Pascale	\N	\N		\N
nm12650029	Kalei Renay	\N	\N		\N
nm12650030	Janaki Devi	\N	\N	actress	tt14787884
nm12650031	Firos Babu	\N	\N	actor	tt14787884
nm12650032	Shibu Ichamadam	\N	\N	actor	tt14787884
nm12650033	Sabu Krishna	\N	\N	actor	tt14787884
nm12650034	Remesh Anappara	\N	\N	actor	tt14787884
nm12650035	Akshat Wraith	\N	\N	actor	tt14751828
nm12650038	Aleksey Gavrilenko	\N	\N	writer	tt0965390
nm12650039	Jb Corpuz	\N	\N		\N
nm12650042	Tom Hall	\N	\N		tt11834006
nm12650043	Aleksandra Maslakova	\N	\N		tt0335733
nm12650044	Mohamad Ramezani Pour	2000	\N	actor	tt1360860,tt9817070,tt2404217,tt0845439
nm12650045	Peter Mikhaiel	\N	\N	composer	tt14820586
nm12650046	Charlie Rodger	\N	\N	cinematographer	tt14820586
nm12650047	Calvin Vogt	\N	\N	editor	tt14820586
nm12650048	Pakin Taratonsiri	\N	\N	actor	tt14820588
nm12650049	Mas Chitrachinda	\N	\N	visual_effects	tt14820588
nm12650050	Jyoti Tiwari	\N	\N	actress	tt10931514,tt9778022,tt8504014
nm12650051	Arpana Agarwal	\N	\N	actress	tt13149614,tt18364628
nm12650055	Doyin Sonibare	\N	\N		tt11475502
nm12650056	Arturo Anas	\N	\N	actor	tt0348260,tt0349932
nm12650057	Ryan Garcia	\N	\N		tt0072584
nm12650058	Stephen Grant	\N	\N		tt0072584
nm12650059	Rob Kuranda	\N	\N		tt0072584
nm12650060	Sunny Arora	\N	\N	actor,producer	tt14820596,tt15576168
nm12650061	Chandan Jamdade	\N	\N		\N
nm12650062	Trupti Jadhav	\N	\N		\N
nm12650063	Rd Prakash	\N	\N	assistant_director,director,producer	tt4559006,tt7725596,tt9094442,tt14820596
nm12650064	Nailea Devora	\N	\N		tt18748606,tt15847942
nm12650066	Anna L. Johansen	\N	\N	visual_effects	tt1190634,tt5691552,tt0887261,tt8369840
nm12650067	German Fedulov	\N	\N		tt0965390
nm12650068	Vladimir Yanovskiy	\N	\N	actor	tt0965390
nm12650069	Sri Raman Chinthakayala	\N	\N	assistant_director,script_department	tt9633480
nm12650070	Krushna Hari	\N	\N		tt9633480
nm12650071	Sean Rourke	\N	\N		tt14818810
nm12650075	Teguh Makho	\N	\N		tt18938680,tt21619378,tt14728292,tt10994712
nm12650076	Amalia Cantiqa	\N	\N		tt16266336,tt14728292,tt21619378,tt18748928
nm12650077	L. Vishwanath	\N	\N		tt9633480
nm12650078	Woody and Daffy Duck	\N	\N	actor	tt13706384,tt18289716
nm12650079	Nantanaa Mutharasu	\N	\N	editorial_department	tt14818810
nm12650080	Rompally Muralikrishna	\N	\N		tt7884228,tt9633480
nm12650081	S.V.V. Satyanarayana	\N	\N	production_manager,miscellaneous	tt9633480,tt8072400,tt11563070,tt9389998
nm12650082	V. Lakshman Rao	\N	\N	production_manager	tt9633480
nm12650083	Gangababu Gunduboina	\N	\N		tt9633480
nm12650084	Nevena Popovic	\N	\N	casting_department	tt14579904
nm12650085	Stelio Tellis	\N	\N	producer	tt4109242
nm12650087	Nemesis Publishing	\N	\N	music_department	tt14818810
nm12650088	Me Her & Her	\N	\N	music_department	tt14818810
nm12650089	Eli Martin	\N	\N	music_department	tt14818810
nm12650090	Fatouma Hewitt	\N	\N		\N
nm12650091	Alessandro Rossi	\N	\N		\N
nm12650092	Devansu Rathva	2003	\N	actor	tt10956014,tt16427898
nm12650093	Cosmo Chen	\N	\N	visual_effects,special_effects	tt3554046,tt10160804,tt9032400,tt8111088
nm12650095	Nissa Seych	\N	\N		tt14816514
nm12650096	Dmitriy Lagachev	\N	\N	actor	tt0965390
nm12650097	Evgeniy Ruban	\N	\N	actor	tt0965390
nm12650098	Evgeniy Klubov	\N	\N	actor	tt0965390
nm12650099	Ivan Savenkov	\N	\N	director	tt0965390,tt13062168,tt13490224
nm12650100	Stanojka Cenic	\N	\N	actress	\N
nm12650101	Stevan Cenic	\N	\N		\N
nm12650102	Borivoje Joksimovic	\N	\N	actor	\N
nm12650103	Slavica Nenadov	\N	\N	actress	\N
nm12650104	Irena Sifis	\N	\N	actress	tt0176395
nm12650105	Pelka Knezevic	\N	\N	actress	tt0176395
nm12650106	Vladanka Dosic	\N	\N	actress	tt0176395
nm12650107	Cvijeta Dosic	\N	\N	actress	tt0176395
nm12650108	Jean-Luc Lagrange	\N	\N	director	tt14820700,tt14820734,tt14820682
nm12650109	Tristan Fleming	\N	\N		tt14820698
nm12650110	Li Lou Van Der Kooi	\N	\N	actress	tt14820698,tt9795384
nm12650111	Lou Anne Van Der Kooi	\N	\N	actress	tt9795384,tt14820698
nm12650121	Jay O'Brien	\N	\N	producer	tt14818326
nm12650122	Jeff Atkinson	\N	\N	producer	tt14818326
nm12650123	Gladys Magana	\N	\N	producer	tt14818326
nm12650124	Kate Espejo	\N	\N	producer	tt14818326,tt14831032
nm12650125	Lakshmidevi Enagi	\N	\N	actor	tt14608956
nm12650126	Nataraj Enigi	\N	\N	actor,assistant_director	tt0246106,tt5618626,tt4586350,tt1395142
nm12650127	Eddie Coughlan	\N	\N		\N
nm12650128	Gustavo Cuevas	\N	\N	assistant_director	tt14818326
nm12650129	Nick Modisett	\N	\N		\N
